Gene1,Gene2,Score
HOXD10,TFAP2A,0.00042875658
TFAP2A,NR5A2,0.000426985
MYCN,ESR2,0.0004266723
HOXB1,FOXA1,0.00042559722
LHX4,TCF21,0.00042494314
TCF21,ESR2,0.00042321513
TFAP2A,FOXJ2,0.00042304024
NR5A2,FOXJ2,0.0004223198
ZKSCAN3,HOXB1,0.00042230313
CDX2,ZNF544,0.00042227432
TBX3,NANOG,0.000419116
NR1I3,PRDM14,0.00041858133
ZNF625,SCML4,0.00041851334
PAX3,FOXO3,0.00041645873
ZKSCAN3,FOXO3,0.00041608632
NR1I3,SRCAP,0.0004144269
ISX,LHX4,0.00041356793
SCML4,ZNF181,0.00041339037
ETS2,NCOA3,0.00041291834
ZKSCAN3,ZKSCAN3,0.00041256892
CDX2,HOXA11,0.00041212907
RREB1,NR1H4,0.0004083599
CDX2,ESR2,0.0004082367
GLI4,ZNF672,0.00040794414
GATA3,SCML4,0.00040791833
TP63,ZNF316,0.0004078166
GATA3,HOXD3,0.0004061555
NR1H4,TBX1,0.00040536487
TP63,ZNF429,0.000405113
USF3,ELF3,0.00039885423
HOXD10,NR5A2,0.00039768862
HOXD10,NR5A2,0.00039768862
HOXD10,HOXD10,0.00039633937
RARB,ZNF429,0.00039628745
HOXD10,FOXJ2,0.0003944378
HOXD10,FOXJ2,0.0003944378
GLI4,FOXA1,0.00039274522
ZNF215,ESR2,0.00039169606
PAX3,ZNF672,0.00039119192
RARB,HOXA3,0.00039113226
RREB1,HOXD13,0.00039017698
TP63,LHX4,0.00038785808
NR1H4,TCF21,0.00038770764
TBX22,ESR2,0.00038721712
GATA3,HNF1A,0.00038692096
RREB1,USF3,0.00038312958
HOXD3,ZNF777,0.00037844756
ASCL3,ESRRB,0.00037844322
ZNF518B,ZNF181,0.00037828344
SCML4,NR1H4,0.00037799322
ZNF625,HNF1A,0.00037711737
ZNF181,TBX18,0.00037682895
HOXB1,FOXO3,0.00037481633
ESR2,TBX18,0.00037434354
PAX3,FOXA1,0.0003720316
ESR2,ELF5,0.00037190889
USF3,HOXD3,0.00036919204
GATA3,HNF1A,0.00036864338
SCML4,ESR2,0.00036856555
SCML4,USF3,0.00036267148
CRX,IRF4,0.0003598186
HNF4A,ESR2,0.00035891464
TBX3,NANOG,0.00035748165
ELF3,ZNF777,0.00035740275
ASCL3,RBSN,0.00035721113
RREB1,NR1H4,0.0003561801
CDX2,NR1I2,0.00035603836
TCF21,ESR2,0.00035579273
CRX,ZSCAN30,0.0003554752
ZNF181,ZNF280A,0.00035529342
ESR2,ZNF280A,0.00035348543
SCML4,ESR2,0.0003532503
CDX2,ESR2,0.00035163044
ASCL3,USF3,0.00035127078
IKZF3,NR1H4,0.00035041233
ETS2,TCF21,0.00034994632
HOXD3,GATA3,0.00034907932
GLI4,ZKSCAN3,0.00034895106
ZNF181,TFAP2A,0.00034551183
IKZF1,FOXP2,0.00034508127
ESR2,ZNF391,0.00034386764
PAX3,ZKSCAN3,0.00034289784
ESR2,TFAP2A,0.00034107303
HOXD10,IRF4,0.0003382697
NR1H4,MYB,0.00033639962
HOXD10,ZSCAN30,0.00033416803
CDX2,USF3,0.00033368793
ZNF23,NR5A2,0.00032971802
GATA3,GATA5,0.00032951628
ESR2,NR5A2,0.00031992196
CRX,ZNF543,0.00031968052
ZNF181,NR5A2,0.0003192739
ZNF181,HOXD10,0.00031922245
ESR2,FOXJ2,0.0003189943
USF3,ZNF518B,0.00031818697
NR1H4,MYCN,0.00031804078
TBX3,HOXD3,0.00031745975
ZNF181,FOXJ2,0.00031698222
NR1H4,TBX22,0.0003168538
TP63,HOXD12,0.00031540412
IKZF1,FOXP2,0.00031521352
ZNF518B,ESR2,0.00031469107
RREB1,NR1H4,0.00031395958
HOXD10,ZNF181,0.00031375582
USF3,TBX18,0.00031325608
GATA3,LHX4,0.00031275713
TP63,ESR2,0.0003126474
NR1I3,ZNF492,0.00031042667
POU3F3,FOXP2,0.0003102376
GATA3,PAX3,0.00030966167
CRX,NR5A2,0.00030954156
RARB,HOXD12,0.00030906088
GATA3,ZNF23,0.00030861452
TCF21,ESR2,0.0003082596
ZNF23,FOXJ2,0.00030721922
MYB,JRK,0.00030579962
RREB1,USF3,0.00030569438
RREB1,SCML4,0.0003054619
RREB1,ESR2,0.0003051333
HOXD10,ZNF543,0.00030098172
POU3F3,ESR2,0.00030066393
USF3,ZNF280A,0.0002992341
IKZF3,USF3,0.000298986
RREB1,FOXG1,0.0002980468
TP63,LHX4,0.00029722278
GATA3,PRDM5,0.00029640863
CDX2,ZNF578,0.0002956111
TBX18,ZNF777,0.00029513883
MBD2,HOXD13,0.00029441094
DLX4,FOXP2,0.00029313492
ESR2,TFAP2A,0.0002929765
ASCL3,NEUROG1,0.00029270985
RREB1,ZNF544,0.0002922467
TFAP2A,ZNF777,0.00029179873
CDX2,FOXP2,0.00029125562
CDX2,SNAI3,0.00029093924
ZNF625,PRDM5,0.00029077177
HOXD10,NR5A2,0.0002905329
RARB,TCF21,0.00028940054
TBX1,FOXP2,0.00028937683
SHOX,ZNF777,0.00028819538
NR1H4,TCF21,0.00028707186
CRX,TCF21,0.00028703656
IKZF1,ESR2,0.0002865638
ZNF518B,ZNF777,0.00028608553
USF3,ZNF215,0.00028594263
ZNF41,IRF4,0.0002851401
USF3,TFAP2A,0.00028486727
TP63,ZNF316,0.00028350714
TBX3,ZFP90,0.00028338176
SCML4,NR1H4,0.00028268312
GATA3,HOXD3,0.00028243984
ZNF41,ZSCAN30,0.00028191687
TP63,HOXA3,0.0002809498
CDX2,TCF21,0.00027995196
GLI4,FOXA1,0.0002795993
CENPA,ELF5,0.0002784724
RARB,ZNF316,0.00027792918
TP63,ESR2,0.00027751824
HOXD10,ZNF777,0.00027712615
HOXD10,ZNF777,0.00027712615
NR1H4,HNF4A,0.00027694047
MBD2,ESR2,0.00027593895
HOXD10,TCF21,0.00027417092
CRX,BNC1,0.00027302577
HOXD3,HOXA13,0.00027153955
RREB1,USF3,0.00027149555
IKZF1,ESR2,0.00027142596
ESR2,ELF5,0.00027076012
USF3,FOXJ2,0.0002703206
ASCL3,HOXA13,0.00027002746
ZNF280A,ZNF777,0.00026996364
ISX,HOXA3,0.00026893092
ZNF445,TCF21,0.00026802887
PAX3,FOXA1,0.00026775556
PHOX2B,ESR2,0.000267479
TBX3,HOXD3,0.0002661029
GATA3,SHOX,0.00026582446
MBD2,NR1H4,0.00026537423
GLI4,ZNF777,0.00026512184
USF3,NR5A2,0.0002643742
GATA3,NANOG,0.00026387052
TBX3,TLX3,0.000262534
CREB1,HOXD13,0.00026236285
HOXD3,NR1I3,0.00026196943
USF3,SHOX,0.0002612989
CRX,PAX3,0.00026077725
RARG,ESR2,0.00025996202
RREB1,ESR2,0.00025978364
USF3,HOXD10,0.00025908413
USF3,HOXD10,0.00025908413
PAX3,HOXB1,0.00025891673
HOXD10,ESR2,0.00025854324
HOXD10,ESR2,0.00025854324
TBX1,ESR2,0.00025844417
HOXD10,BNC1,0.00025692314
ESR2,NR2F2,0.00025675172
GATA3,HNF1A,0.00025621496
MYB,PRDM13,0.0002558332
GLI4,HOXB1,0.00025582832
ZNF41,ZNF543,0.0002553575
GATA3,ESR2,0.00025518957
CDX2,PAX9,0.00025242608
GATA3,ELF3,0.00025226176
SCML4,JRK,0.00025123684
CENPA,ZNF391,0.0002506956
ESR2,GFI1B,0.0002491748
SCML4,DLX4,0.00024816833
ESR2,PRDM14,0.00024801245
ASCL3,ESR2,0.0002479758
HOXD10,PAX3,0.00024608686
USF3,ZNF23,0.0002457933
TBX3,ZNF85,0.00024573354
OTP,ESR2,0.00024569206
PHOX2B,FOXP2,0.00024522448
HOXD10,FOXP2,0.0002443651
ZNF41,NR5A2,0.0002443269
NR1H4,ZBTB10,0.00024333214
RREB1,ESR2,0.00024259016
ZNF181,ZNF777,0.00024225525
ZNF41,TCF21,0.00024223377
NR1I3,SHOX,0.00024219175
RREB1,SCML4,0.0002418456
GLI4,FOXO3,0.00024181332
ZNF750,ESR2,0.00024114609
NR1H4,MYB,0.00024102222
ASCL3,FOXK1,0.00024064218
TBX3,ZFP90,0.00024019656
ZNF579,TCF21,0.00023834778
ASCL3,ESRRB,0.00023805162
RREB1,NR1I2,0.00023672305
PAX3,FOXO3,0.00023665286
RREB1,FOXG1,0.00023610948
IKZF3,ESR2,0.00023581633
CRX,PAX9,0.00023531883
CREB1,NR1H4,0.00023502375
IKZF3,SCML4,0.00023462634
SCML4,IKZF1,0.00023392697
ESR2,SRCAP,0.00023313075
RREB1,ZNF544,0.00023295099
ETS2,FOXO3,0.00023264934
ESR2,ESR2,0.00023233479
PGR,HOXD3,0.0002322194
POU1F1,ZNF777,0.0002317589
NR1I3,ZNF23,0.00023162657
HOXD10,ESR2,0.00023124591
RARG,FOXP2,0.00022999958
USF3,ELF3,0.00022961354
IKZF3,FOXG1,0.00022801178
GATA3,GATA5,0.00022774671
IKZF3,ZNF544,0.00022725866
DLX4,ESR2,0.00022637847
DMRT3,ESR2,0.00022599565
FOXJ2,ZNF777,0.00022597736
ZSCAN12,NCOA3,0.00022572605
TP63,HOXA3,0.00022436758
TBX3,TLX3,0.00022413967
PAX3,NCOA3,0.00022292548
NR5A2,ZNF777,0.00022205085
RREB1,SCML4,0.0002219793
HOXD10,PAX9,0.00022161554
ASCL3,HOXA13,0.0002210188
TCF21,FOXP2,0.0002204333
NR1I3,ELF3,0.00022035681
ETS2,ZNF672,0.00021928288
GATA3,PAX3,0.0002189319
RREB1,FOXG1,0.00021860005
ZSCAN12,TCF21,0.00021785099
RREB1,ESR2,0.00021777353
ZNF41,BNC1,0.00021769297
ZNF215,GATA3,0.00021634345
GATA3,LHX4,0.00021614798
PAX3,TCF21,0.00021542584
GATA3,ESR2,0.00021452313
CENPA,ESR2,0.00021428068
EBF2,ESR2,0.000213764
RREB1,ZNF544,0.00021290257
TFAP2A,ESR2,0.00021227804
TBX3,ZNF85,0.00021196295
TP63,ESR2,0.00021153412
ZNF625,PAX3,0.00021119314
EBF2,FOXP2,0.00021089995
ZNF41,PAX3,0.00021021556
SCML4,USF3,0.0002093766
ETS2,FOXA1,0.00020847042
SP7,ESR2,0.00020830451
GATA3,ZNF777,0.00020789617
MYB,IRF4,0.00020749892
ESR2,ZNF777,0.0002070797
ZNF181,ESR2,0.00020689992
RARB,ESR2,0.0002066775
RREB1,ESR2,0.00020597459
KAT7,ZNF777,0.00020519817
TFAP2A,ZNF777,0.00020457109
MBD2,ZNF578,0.00020431806
CENPA,ELF5,0.00020399841
SCML4,ZBTB10,0.00020316646
ZNF800,ZNF777,0.00020309673
TP63,LHX4,0.00020272953
TP63,TCF21,0.00020250927
GATA3,TBX18,0.00020208357
SCML4,ZNF777,0.00020202713
OTP,FOXP2,0.0002007192
CDX2,FOXR2,0.00020064838
FIGLA,ESR2,0.00019984
IKZF3,ESR2,0.00019957189
GATA3,HOXD3,0.0001994011
RARB,LHX4,0.00019832126
USF3,ZNF181,0.00019813848
RREB1,SNAI3,0.00019770407
SCML4,IKZF1,0.00019700479
GLI4,ZKSCAN3,0.00019685758
ZNF148,ESR2,0.0001962399
PAX3,ZKSCAN3,0.00019567824
RREB1,ZNF578,0.00019550517
ISX,TCF21,0.00019514015
RREB1,TCF21,0.00019465217
CDX2,SCML4,0.00019438026
ETS2,ZKSCAN3,0.00019306621
ZNF625,HOXD3,0.00019216044
GATA3,ESR2,0.00019034218
ZNF750,FOXP2,0.00019008263
CRX,ESR2,0.00018976537
CENPA,PRDM14,0.00018931086
ZNF215,ZNF777,0.00018876955
GATA3,ZNF280A,0.00018870062
CRX,HNF1A,0.0001885296
ZNF41,PAX9,0.00018838783
HOXD10,ESR2,0.00018743196
TBX3,MTERF3,0.00018721938
RREB1,NR1I2,0.00018685701
ZNF518B,GATA3,0.00018599542
CENPA,GFI1B,0.0001857815
RREB1,ESR2,0.00018501056
GATA3,TFAP2A,0.00018493527
CRX,SCML4,0.00018492063
ZNF41,ESR2,0.00018488483
GATA3,HNF1A,0.00018346575
ESR2,ZNF492,0.00018279783
GATA3,HOXD3,0.00018258636
HOXA13,SHOX,0.000181815
GATA3,NANOG,0.00018152676
IKZF3,NR1I2,0.00018055007
SCML4,GATA3,0.00017945268
USF3,ZNF518B,0.0001793945
HOXD10,HNF1A,0.00017813111
SCML4,HOXA13,0.00017785076
SCML4,PRDM13,0.00017765448
NR1I3,TBX18,0.00017713115
CREB1,ZNF578,0.0001771227
USF3,TBX18,0.00017677007
MYB,GLI4,0.00017635897
MYB,GLI4,0.00017635897
NFIX,TCF21,0.00017543432
ZNF625,HNF1A,0.00017533917
HOXD10,SCML4,0.00017352296
GLI4,ESR2,0.0001735107
CENPA,SRCAP,0.00017325165
RARB,ESR2,0.00017315208
RREB1,ESR2,0.00017312929
RREB1,NR1I2,0.0001729887
NR1H4,IKZF1,0.0001726565
CDX2,NR5A2,0.00017215281
GATA3,ZFP90,0.00017151708
ZNF517,ESR2,0.00017142421
GATA3,NR5A2,0.00016958482
ZNF215,NR1I3,0.00016902367
TBX3,ESR2,0.00016844414
USF3,ZNF280A,0.00016773988
EBF2,ESR2,0.00016750972
GATA3,GATA5,0.00016702552
EBF2,FOXP2,0.00016686982
NR1I3,ZNF280A,0.00016656905
SCML4,TBX1,0.00016633638
GATA3,FOXJ2,0.0001661937
ZSCAN12,FOXO3,0.00016611986
GATA3,TLX3,0.00016582834
CDX2,TCF21,0.00016493139
USF3,ESR2,0.00016473368
TBX3,ZNF429,0.00016472707
PAX3,FOXO3,0.0001644333
HOXD3,ESR2,0.00016323916
GATA3,ZNF85,0.00016277008
ANHX,ESR2,0.00016200858
PGR,SHOX,0.00016107052
USF3,TFAP2A,0.00016097778
RREB1,ESR2,0.00016097656
NR1I3,TFAP2A,0.00016084308
TBX3,MTERF3,0.00016081362
VENTX,ESR2,0.00016076917
ZNF445,ESR2,0.00016073544
NR1I3,NCOA3,0.00016063891
ZNF625,ESR2,0.0001605302
NFIX,ESR2,0.0001604338
RREB1,HOXA11,0.00016030596
TP63,TCF21,0.00015859946
POU1F1,ESR2,0.00015836675
ZNF215,HOXA13,0.00015835979
KAT7,ESR2,0.00015753506
RARB,ELF5,0.00015751134
TBX3,ESR2,0.00015737202
JRK,ZNF23,0.00015729072
JRK,SHOX,0.00015724094
GATA3,LHX4,0.00015704853
USF3,ZNF23,0.00015675022
SCML4,IRF4,0.00015664652
ZNF625,GATA5,0.00015660589
NR1H4,DLX4,0.00015583994
RREB1,SNAI3,0.00015574784
NR1H4,HOXD3,0.00015572913
CREB1,ESR2,0.00015569676
ASCL3,TCF21,0.00015541138
ZSCAN12,ZNF672,0.0001546663
ZNF560,ESR2,0.00015448853
RREB1,ZNF578,0.00015442492
HOXD10,GATA3,0.00015437191
HOXD10,GATA3,0.00015437191
ELF3,HOXA13,0.00015420449
RREB1,TCF21,0.00015367841
PAX3,ZNF672,0.0001530455
ZNF41,HNF1A,0.00015299939
ZBED2,ESR2,0.00015285765
USF3,ZNF215,0.00015280287
NR1H4,IKZF1,0.00015245067
TP63,HOXA3,0.00015236551
MTERF4,ZNF23,0.00015105835
CDX2,RBSN,0.0001507832
NR1I3,TCF21,0.00015063805
IKZF3,SNAI3,0.0001500686
ZNF517,HOXD13,0.00015006747
CDX2,ESRRB,0.00014995504
ZIM3,ESR2,0.0001499416
NR1H4,LHX4,0.00014976041
NR1I3,NR5A2,0.00014969017
ETS2,FOXA1,0.00014916327
NR1I3,FOXJ2,0.00014913625
CDX2,NEUROG1,0.00014908079
IKZF3,ZNF578,0.00014906915
PRDM13,ZNF23,0.00014887254
USF3,FOXJ2,0.00014863652
HOXD3,JRK,0.0001486283
ZNF625,LHX4,0.00014812773
IKZF3,TCF21,0.00014776913
PRDM13,ZNF777,0.00014735179
TEF,ESR2,0.00014669962
ZSCAN12,ZKSCAN3,0.00014666213
ETS2,HOXB1,0.0001466322
USF3,NR5A2,0.00014661235
ZNF41,SCML4,0.00014635005
SCML4,POU3F3,0.00014606843
USF3,HOXD10,0.0001456237
USF3,HOXD10,0.0001456237
CDX2,TCF21,0.0001453055
PAX3,ZKSCAN3,0.00014527334
PGR,ELF3,0.00014435261
VENTX,TCF21,0.00014368711
RARB,HOXA3,0.00014367368
TFAP2A,ESR2,0.00014321794
MBD2,NR1H4,0.0001428546
TBX3,ZNF429,0.00014284751
RREB1,SNAI3,0.00014273968
SCML4,NR1I3,0.00014235392
RREB1,ZNF578,0.00014233764
ZSCAN12,FOXA1,0.00014131362
DMRT3,FOXP2,0.00014090083
CRX,PRDM5,0.00014042975
RREB1,TCF21,0.00013995146
PAX3,FOXA1,0.00013980154
CENPA,ZNF492,0.0001390679
RREB1,HOXA11,0.00013886568
ZNF560,FOXP2,0.0001372554
SCML4,MTERF4,0.00013699806
NR1H4,POU3F3,0.00013593624
GATA3,NANOG,0.00013575851
MBD2,HOXD13,0.00013523034
NR1H4,TBX1,0.00013492585
SCML4,PGR,0.00013463719
RARB,ZNF391,0.00013453966
ZNF517,NR1H4,0.00013425235
ZFP57,ZNF777,0.00013413436
ZNF518B,NR1I3,0.00013400013
ZNF28,ESR2,0.00013359467
ZNF579,ESR2,0.00013258046
HOXD10,PRDM5,0.00013247607
SP7,FOXP2,0.00013214652
RREB1,ESR2,0.00013211074
SCML4,TCF21,0.00013177055
ETS2,FOXO3,0.00013164546
SCML4,GLI4,0.00013147059
SCML4,GLI4,0.00013147059
HOXD3,PRDM13,0.0001312251
TBX18,HOXA13,0.00013085599
RREB1,HOXA11,0.00012892803
RREB1,PAX9,0.00012859801
ZNF518B,HOXA13,0.00012772593
ASCL3,IRF4,0.00012751928
RREB1,USF3,0.00012721735
RREB1,FOXR2,0.00012689533
ZNF625,NANOG,0.00012556481
LHX4,ESR2,0.00012545325
TBX3,HOXD12,0.00012539561
GATA3,HOXD3,0.00012535998
ZBTB10,ZNF777,0.00012514643
ZFP57,ESR2,0.000124768
ASCL3,ZSCAN30,0.00012422548
SCML4,HOXD10,0.00012408578
NR1I3,ZNF777,0.00012353844
CREB1,NR1H4,0.00012348239
ZNF181,GATA3,0.00012344895
HOXA13,ZNF777,0.00012307237
ZNF445,ZNF777,0.00012268781
IKZF3,ESR2,0.00012247179
RREB1,SCML4,0.00012211915
ZNF280A,HOXA13,0.00012202417
IKZF3,HOXA11,0.00012199183
GATA3,MTERF3,0.000121553356
ZSCAN12,HOXB1,0.00012124799
PAX3,HOXB1,0.00012027265
LHX4,ZNF777,0.000120269666
ASCL3,ZNF543,0.000119274446
TP63,ELF5,0.00011793921
ZNF800,ESR2,0.000117638425
GATA3,ZFP90,0.00011761801
DMRT3,ZNF777,0.00011754424
IRF4,ZNF23,0.000117331016
CREB1,HOXD13,0.00011694052
RARB,ELF5,0.00011685893
TEF,FOXP2,0.0001163386
SCML4,LHX4,0.000116033465
CDX2,HOXA13,0.000114640476
MBD2,NR1H4,0.00011399144
ZNF41,PRDM5,0.00011349036
GATA3,TLX3,0.000112943
TBX3,ZNF316,0.00011283815
RARB,PRDM14,0.00011129189
GATA3,ZNF429,0.00011124818
TFAP2A,HOXA13,0.00011122718
RREB1,USF3,0.00011096001
PGR,ZNF518B,0.00011081155
GATA3,ZNF85,0.000110811336
HOXA13,NR5A2,0.0001107919
HOXD3,FOXP2,0.00011028721
NR1I3,FOXO3,0.00010996671
USF3,ZNF181,0.00010993169
PGR,TBX18,0.00010928096
NR1H4,HOXD3,0.00010922096
HOXD10,NR1I3,0.000108974404
HOXD10,NR1I3,0.000108974404
NFIX,ZNF777,0.000108851855
TCF21,MYB,0.00010864259
PGR,ZNF23,0.000108611304
TBX3,HOXD12,0.00010838536
NR1H4,HOXD10,0.00010826842
GATA3,ESR2,0.00010806213
ETS2,ZKSCAN3,0.00010805203
HOXA13,FOXJ2,0.00010785541
MTERF4,MYB,0.000107552034
ZNF579,ZNF777,0.00010681532
TP63,TCF21,0.00010672878
CDX2,FOXK1,0.000106663865
ANHX,FOXP2,0.00010660936
SP7,ZNF777,0.0001062576
NR1H4,SHOX,0.0001061632
ASCL3,NR5A2,0.000106162384
CRX,PAX3,0.00010519879
MBD2,HOXA11,0.00010506325
VENTX,ZNF777,0.00010498334
ZSCAN12,FOXA1,0.00010439993
RARB,GFI1B,0.00010424116
ISX,ELF5,0.00010360356
PAX3,FOXA1,0.00010329361
PGR,ZNF280A,0.00010310526
RREB1,USF3,0.00010307026
RREB1,NR5A2,0.000102986756
NR1I3,ZNF672,0.0001029736
ZNF517,ZNF578,0.00010236933
HOXD10,HOXA13,0.00010208877
HOXD10,HOXA13,0.00010208877
CDX2,ESRRB,0.000101910584
GLI4,ZNF23,0.00010176531
GLI4,ZNF23,0.00010176531
MBD2,USF3,0.00010157122
CDX2,HOXA13,0.00010138697
RREB1,TCF21,0.00010088856
MYB,TFAP2A,0.00010076953
RREB1,PAX9,0.00010074647
ASCL3,PAX3,0.00010064507
RREB1,PAX9,0.000100610334
RARB,TCF21,0.00010052499
HOXD3,IRF4,0.00010052038
ZNF28,FOXP2,0.00010038149
PAX9,FOXP2,9.990268e-05
PGR,TFAP2A,9.968933e-05
RREB1,FOXR2,9.950338e-05
HOXD10,PAX3,9.941157e-05
SCML4,ZNF777,9.905785e-05
ZSCAN12,FOXO3,9.85036e-05
ASCL3,BNC1,9.813178e-05
PAX3,FOXO3,9.751574e-05
TBX3,ZNF316,9.750161e-05
IKZF3,USF3,9.7084114e-05
NR1H4,ELF3,9.688102e-05
ZSCAN12,PAX3,9.6829855e-05
ZBED2,HOXD13,9.66933e-05
JRK,NR5A2,9.665845e-05
RARB,SRCAP,9.659837e-05
CREB1,NR1H4,9.6331794e-05
JRK,FOXJ2,9.599324e-05
PAX3,PAX3,9.5978234e-05
MBD2,FOXP2,9.593815e-05
RREB1,SCML4,9.568197e-05
DMRT3,TCF21,9.559205e-05
NR1I3,ZKSCAN3,9.551551e-05
TP63,ZNF391,9.5426105e-05
CRX,HOXD3,9.536098e-05
ZNF215,JRK,9.523611e-05
TP63,ELF5,9.499594e-05
IKZF3,PAX9,9.4784926e-05
IKZF3,FOXR2,9.473414e-05
NR1I3,FOXA1,9.467219e-05
VENTX,FOXP2,9.424668e-05
SCML4,NR1H4,9.334083e-05
MBD2,FOXG1,9.2921655e-05
RREB1,FOXR2,9.2549184e-05
IRF4,SHOX,9.22197e-05
PRDM13,SHOX,9.191348e-05
NFIX,FOXP2,9.167556e-05
MBD2,SCML4,9.133613e-05
SCML4,EBF2,9.0968104e-05
IKZF3,SCML4,9.096602e-05
NR1H4,PHOX2B,9.074942e-05
HOXD10,HOXD3,9.0087924e-05
GATA3,HOXD3,9.0031244e-05
PGR,ZNF215,8.997615e-05
PGR,FOXJ2,8.983263e-05
ZNF518B,MTERF4,8.9793575e-05
PGR,HOXD10,8.978792e-05
PGR,HOXD10,8.978792e-05
JRK,ZNF777,8.9485504e-05
TP63,ELF5,8.946946e-05
PGR,NR5A2,8.934874e-05
USF3,ESR2,8.9321475e-05
RREB1,SCML4,8.9140405e-05
CRX,HNF1A,8.8912384e-05
ZNF445,FOXP2,8.867293e-05
ISX,ZNF391,8.835894e-05
IRF4,ZNF777,8.829374e-05
MBD2,ZNF544,8.7979744e-05
TP63,PRDM14,8.793596e-05
MYB,NR2F2,8.7187815e-05
ELF3,JRK,8.684214e-05
TFAP2A,FOXP2,8.6728105e-05
ASCL3,PAX9,8.6686756e-05
ZNF181,NR1I3,8.6506574e-05
NR1H4,EBF2,8.641835e-05
ESR2,NR1I3,8.62481e-05
ZBED2,NR1H4,8.60713e-05
GATA3,ZFP90,8.599533e-05
MBD2,USF3,8.593892e-05
ZNF41,PAX3,8.574393e-05
RREB1,ESRRB,8.544569e-05
ZNF625,HOXD3,8.53776e-05
GATA3,ZNF85,8.5050284e-05
ESR2,NCOA3,8.500277e-05
CREB1,USF3,8.4908475e-05
SCML4,PHOX2B,8.470597e-05
GATA3,TLX3,8.468529e-05
ESR2,TCF21,8.4633306e-05
PAX3,GLI4,8.446238e-05
ZSCAN12,ZKSCAN3,8.4328305e-05
HOXD10,HNF1A,8.409959e-05
HOXD3,GLI4,8.394223e-05
HOXD3,GLI4,8.394223e-05
MBD2,ESR2,8.392399e-05
SCML4,TCF21,8.384095e-05
GATA3,HOXD12,8.3744584e-05
PAX3,ZKSCAN3,8.3526545e-05
ELF3,PRDM13,8.319077e-05
USF3,GATA3,8.3107676e-05
RREB1,RBSN,8.3002335e-05
CRX,GATA5,8.2973376e-05
GATA3,MTERF3,8.2249564e-05
ZNF23,TCF21,8.181698e-05
RARB,ZNF492,8.123917e-05
NR1H4,RARG,8.1214544e-05
TBX3,LHX4,8.0530954e-05
GLI4,SHOX,8.051806e-05
GLI4,SHOX,8.051806e-05
RREB1,NR5A2,8.0487815e-05
ZNF625,ZFP90,8.040373e-05
NR1H4,ZNF23,7.98108e-05
HOXD10,MTERF4,7.9647485e-05
RREB1,TCF21,7.9115634e-05
HOXD10,GATA5,7.8598576e-05
TP63,GFI1B,7.846587e-05
ZNF181,HOXA13,7.830308e-05
ZNF625,TLX3,7.782724e-05
ZNF41,HOXD3,7.76585e-05
SP7,TCF21,7.74786e-05
GLI4,FOXP2,7.736122e-05
ZNF148,FOXP2,7.713581e-05
ZNF625,ZNF85,7.708257e-05
USF3,HOXA13,7.705612e-05
CRX,LHX4,7.7054494e-05
USF3,USF3,7.688289e-05
ESR2,HOXA13,7.657661e-05
NR1I3,HOXB1,7.636178e-05
IKZF3,NR5A2,7.6095435e-05
ISX,ELF5,7.602059e-05
GLI4,ZNF777,7.59787e-05
GLI4,ZNF777,7.59787e-05
GLI4,ELF3,7.5957694e-05
GLI4,ELF3,7.5957694e-05
TBX18,JRK,7.595378e-05
RREB1,NR5A2,7.594524e-05
SCML4,JRK,7.5779855e-05
MYB,ESR2,7.562825e-05
ASCL3,HNF1A,7.5595955e-05
IKZF3,TCF21,7.54335e-05
GATA3,ZNF429,7.524713e-05
GATA3,ZNF316,7.492621e-05
TP63,ZNF391,7.481112e-05
HOXB1,FOXP2,7.468239e-05
CREB1,FOXG1,7.447614e-05
SCML4,EBF2,7.4445896e-05
HOXA11,ZNF23,7.4404306e-05
KAT7,FOXP2,7.432531e-05
ZNF518B,JRK,7.424271e-05
ZNF215,PRDM13,7.416671e-05
PAX3,FOXP2,7.392099e-05
ZNF23,HOXA13,7.388604e-05
CREB1,SCML4,7.370575e-05
RREB1,TCF21,7.364406e-05
ZNF579,FOXP2,7.3611205e-05
ZNF215,MTERF4,7.358019e-05
FIGLA,FOXP2,7.3331794e-05
NR1H4,SHOX,7.332564e-05
NR1H4,ZNF518B,7.325072e-05
TP63,PRDM14,7.3140574e-05
ZSCAN12,FOXP2,7.311756e-05
ISX,PRDM14,7.30196e-05
RREB1,NEUROG1,7.2994946e-05
HOXD10,LHX4,7.2938725e-05
MBD2,NR1I2,7.293149e-05
ZNF41,HNF1A,7.280488e-05
SCML4,RARG,7.278878e-05
TP63,ELF5,7.2774346e-05
NR1H4,TBX18,7.229625e-05
POU1F1,FOXP2,7.214556e-05
TP63,SRCAP,7.212809e-05
PRDM14,FOXP2,7.2082286e-05
CREB1,HOXA11,7.149765e-05
ZNF280A,JRK,7.104487e-05
MBD2,ESR2,7.104365e-05
CREB1,ZNF544,7.081828e-05
TBX18,PRDM13,7.044527e-05
TBX3,LHX4,6.99463e-05
ZNF517,NR1H4,6.994577e-05
TCF21,MYB,6.984925e-05
ANHX,ZNF777,6.932819e-05
CREB1,ESR2,6.90254e-05
NR1I3,FOXA1,6.866458e-05
SCML4,TFAP2A,6.8640365e-05
ASCL3,FOXP2,6.856055e-05
ZNF518B,PRDM13,6.851755e-05
CRX,NANOG,6.834135e-05
ZNF41,GATA5,6.827739e-05
