Gene1,Gene2,Score
ZNF148,FOXJ2,1.241793e-08
NR1H4,DMRT3,1.2377164e-08
LHX4,GATA3,1.2346393e-08
MTERF4,TCF21,1.2340156e-08
ZNF181,PAX3,1.2314198e-08
ZNF181,ZSCAN12,1.2300934e-08
FIGLA,ESR2,1.2275925e-08
HOXD10,HOXB1,1.2254404e-08
HOXD10,HOXB1,1.2254404e-08
USF3,KAT7,1.2253259e-08
HOXD3,PAX9,1.2223962e-08
ZIM3,SHOX,1.2181045e-08
NR1H4,FOXG1,1.2158296e-08
ZNF750,GLI4,1.2157948e-08
ZNF750,GLI4,1.2157948e-08
IKZF1,HOXA11,1.2153288e-08
SP7,NR1I2,1.2153243e-08
USF3,ZNF800,1.2127261e-08
ZFP57,TLX3,1.2127192e-08
ZBED2,TP63,1.2123793e-08
TFAP2A,GATA3,1.2050848e-08
ZNF800,NR5A2,1.2018161e-08
ZIM3,HOXD10,1.2016854e-08
HOXD10,ZNF625,1.2004507e-08
HOXD10,ZNF625,1.2004507e-08
ZNF517,TFAP2A,1.1994276e-08
TEF,TCF21,1.1925248e-08
ANHX,NR1I3,1.1870399e-08
ZBTB10,LHX4,1.1862591e-08
GLI4,ZNF391,1.186232e-08
NFIX,ESRRB,1.1860667e-08
TBX1,ZBTB10,1.1845046e-08
HNF4A,MYCN,1.1828836e-08
DMRT3,NR1H4,1.1804674e-08
NR1H4,RBSN,1.1798439e-08
ZNF445,NANOG,1.1770252e-08
NFIX,NR5A2,1.1751186e-08
NR1H4,BNC1,1.1739134e-08
TCF21,EBF2,1.1735888e-08
PGR,HOXA11,1.1719021e-08
PGR,ZNF445,1.1717725e-08
MBD2,GATA3,1.1716586e-08
ZNF445,IRF4,1.16726e-08
ZNF579,ESRRB,1.1667724e-08
ZNF517,TBX18,1.1658693e-08
LHX4,NR5A2,1.1640473e-08
VENTX,TCF21,1.1637165e-08
SCML4,PAX3,1.1579907e-08
PGR,TCF21,1.1555548e-08
HOXA11,NR2F2,1.1552e-08
LHX4,LHX4,1.1537665e-08
TFAP2A,ZSCAN12,1.1516426e-08
GLI4,GATA3,1.1508939e-08
ZBED2,ESR2,1.1506173e-08
ZNF181,TP63,1.1504e-08
SCML4,ZSCAN12,1.1502135e-08
POU1F1,PAX3,1.1496608e-08
RREB1,ELF3,1.149332e-08
FIGLA,ETS2,1.1429443e-08
NFIX,FOXR2,1.1409296e-08
HOXD3,CDX2,1.1368218e-08
TCF21,HNF4A,1.13672645e-08
LHX4,TCF21,1.1357511e-08
DMRT3,USF3,1.1341341e-08
RARG,CDX2,1.13077965e-08
TCF21,IKZF1,1.1295984e-08
ZBED2,TFAP2A,1.1291826e-08
HOXD3,NR1I3,1.128371e-08
NR1H4,USF3,1.12677085e-08
ZFP57,ESR2,1.1257762e-08
NR1H4,HOXA13,1.1238368e-08
ESR2,NR1H4,1.1225879e-08
TFAP2A,PAX3,1.1220462e-08
POU1F1,GATA3,1.121552e-08
ZNF280A,HOXB1,1.1210344e-08
CREB1,RARB,1.12069225e-08
MBD2,ASCL3,1.1177102e-08
NFIX,SCML4,1.1167939e-08
NR1H4,TEF,1.1164871e-08
IKZF3,RARB,1.1147041e-08
MYB,ZNF672,1.114585e-08
GLI4,ESR2,1.1138348e-08
PHOX2B,ESR2,1.1126691e-08
ZNF518B,TP63,1.1126605e-08
HOXD10,NR2F2,1.1122277e-08
ZNF148,TP63,1.1121216e-08
ZNF560,IRF4,1.1108729e-08
TCF21,TCF21,1.1101379e-08
RREB1,GATA3,1.109103e-08
ZBED2,ETS2,1.1072916e-08
HOXD3,ZKSCAN3,1.10683125e-08
TBX22,LHX4,1.10675735e-08
MYCN,LHX4,1.1064597e-08
ZNF215,RREB1,1.10365646e-08
TFAP2A,ESR2,1.1032755e-08
SCML4,TBX3,1.1014946e-08
KAT7,GFI1B,1.1002977e-08
CDX2,IRF4,1.0994565e-08
ZBED2,TBX18,1.0989722e-08
ZIM3,ZNF280A,1.0986598e-08
POU1F1,ESR2,1.0978429e-08
LHX4,PAX3,1.0970747e-08
LHX4,HNF1A,1.0965287e-08
LHX4,PRDM5,1.0955963e-08
TBX22,HNF4A,1.09549605e-08
ZNF445,GATA5,1.0929644e-08
DMRT3,NR1H4,1.0824398e-08
RARG,TFAP2A,1.0813565e-08
CRX,RARB,1.0800991e-08
RREB1,TP63,1.0794174e-08
PHOX2B,CDX2,1.07901394e-08
FIGLA,CENPA,1.0768634e-08
ZFP57,GATA3,1.0762207e-08
MYCN,CDX2,1.0752563e-08
USF3,POU1F1,1.0748646e-08
NR1H4,TCF21,1.072796e-08
ANHX,CDX2,1.0680512e-08
ZNF800,SRCAP,1.0669944e-08
GLI4,FOXO3,1.066795e-08
NR1H4,TCF21,1.0651705e-08
USF3,ZFP57,1.0638061e-08
DMRT3,ZNF578,1.0634592e-08
VENTX,PRDM13,1.0632179e-08
ZIM3,NCOA3,1.0610583e-08
VENTX,ESRRB,1.06011155e-08
TFAP2A,TP63,1.05899804e-08
ZNF215,GATA3,1.0579543e-08
DMRT3,ESR2,1.0574237e-08
EBF2,TFAP2A,1.0570829e-08
NR1H4,ZSCAN30,1.0529758e-08
ASCL3,CRX,1.0517514e-08
ZNF445,ZSCAN30,1.05105755e-08
HOXD10,RARB,1.0503481e-08
ASCL3,RARB,1.0484846e-08
NFIX,PAX3,1.0471835e-08
VENTX,NR5A2,1.0456486e-08
DMRT3,HOXD13,1.0413337e-08
NR2F2,USF3,1.0411887e-08
ZNF41,RARB,1.0399324e-08
ZFP57,PRDM14,1.0393474e-08
SCML4,PAX9,1.0386597e-08
ZNF800,ZKSCAN3,1.0383725e-08
ZNF517,HOXD10,1.0374797e-08
ZNF518B,TBX3,1.0337504e-08
USF3,TFAP2A,1.03219e-08
MTERF4,ISX,1.0315346e-08
USF3,GLI4,1.03063185e-08
ZNF215,GATA3,1.02666275e-08
ASCL3,TFAP2A,1.0248452e-08
IKZF1,TBX1,1.0246283e-08
SCML4,RREB1,1.0221922e-08
ZFP57,MTERF3,1.0220304e-08
ZNF215,ZNF41,1.02110675e-08
HOXD10,TP63,1.01913376e-08
HOXD10,TP63,1.01913376e-08
GATA3,GATA3,1.0185139e-08
ZIM3,TP63,1.0165984e-08
PHOX2B,TCF21,1.0132609e-08
ZNF517,SHOX,1.0130928e-08
NFIX,FOXK1,1.0130618e-08
NR1H4,FOXK1,1.0113649e-08
SCML4,ZNF85,1.0098325e-08
VENTX,FOXR2,1.009686e-08
NFIX,ZNF543,1.0091432e-08
ZNF445,ZNF85,1.0079255e-08
ZFP57,SCML4,1.0072816e-08
NR1H4,HOXD3,1.0048926e-08
ASCL3,HOXD10,1.00390025e-08
TBX1,POU3F3,1.00384465e-08
ZNF579,IRF4,1.0021899e-08
NFIX,HOXA13,1.0015917e-08
FOXP2,HOXD13,1.0014466e-08
ZBED2,CENPA,9.982808e-09
POU3F3,CDX2,9.975271e-09
ZNF625,TBX3,9.934107e-09
ZNF181,IKZF3,9.923767e-09
CDX2,JRK,9.921855e-09
LHX4,ZNF429,9.9048e-09
TCF21,TBX1,9.899833e-09
VENTX,SCML4,9.8903765e-09
CHAMP1,ELF3,9.869497e-09
ZNF579,NANOG,9.860165e-09
TCF21,OTP,9.852852e-09
KAT7,ZKSCAN3,9.851874e-09
NFIX,HOXA13,9.841413e-09
LHX4,HOXA3,9.8232595e-09
ASCL3,TBX18,9.792935e-09
HNF4A,USF3,9.7814175e-09
ZNF445,PAX9,9.773249e-09
FIGLA,FOXJ2,9.7689625e-09
ZBED2,HOXD10,9.759054e-09
ESR2,HOXD13,9.754812e-09
SCML4,ZNF429,9.7538635e-09
ZNF517,RARB,9.745885e-09
NFIX,HNF1A,9.737505e-09
SCML4,TCF21,9.733272e-09
SP7,NR1H4,9.692034e-09
MBD2,ESR2,9.680671e-09
TFAP2A,GFI1B,9.675042e-09
ZNF625,TBX3,9.634474e-09
CREB1,GATA3,9.629422e-09
ZBED2,SHOX,9.627053e-09
DLX4,TBX1,9.623766e-09
VENTX,PAX3,9.606179e-09
ZNF445,BNC1,9.605281e-09
NR1H4,USF3,9.604109e-09
DMRT3,RBSN,9.584674e-09
ZNF148,NR1I3,9.582882e-09
HOXD3,ZNF492,9.556909e-09
POU1F1,ZNF391,9.524535e-09
SCML4,TP63,9.522011e-09
RARG,ESR2,9.479154e-09
LHX4,HOXD3,9.469e-09
NR1H4,VENTX,9.465821e-09
ZNF41,CRX,9.454309e-09
HOXD10,CRX,9.425861e-09
GLI4,ZNF672,9.4065e-09
NR1H4,ZNF544,9.370936e-09
ZNF517,ZNF280A,9.3671835e-09
SP7,USF3,9.3607e-09
ZNF148,GATA3,9.352187e-09
ZIM3,NR1I3,9.329773e-09
NR1H4,HOXA11,9.321449e-09
ZFP57,ZFP90,9.298188e-09
HOXD10,TBX3,9.274188e-09
HOXD10,TBX3,9.274188e-09
ZNF148,TP63,9.247657e-09
CREB1,TFAP2A,9.23368e-09
VENTX,ZNF543,9.214151e-09
ZNF579,GATA5,9.189019e-09
NFIX,PRDM13,9.15639e-09
ZNF181,GATA3,9.154469e-09
ZNF625,GATA3,9.15377e-09
MTERF4,SCML4,9.153439e-09
CHAMP1,SHOX,9.15007e-09
KAT7,SRCAP,9.150052e-09
MYB,PAX9,9.149198e-09
VENTX,FOXK1,9.127114e-09
ZIM3,NR5A2,9.122398e-09
ZNF800,PAX3,9.118588e-09
MYB,GFI1B,9.117909e-09
PHOX2B,NR2F2,9.113128e-09
ZNF579,ZSCAN30,9.073082e-09
TFAP2A,GATA3,9.027923e-09
ZNF215,HOXD10,9.01949e-09
VENTX,HOXA13,9.0110985e-09
ASCL3,TBX3,8.99796e-09
ZNF41,HOXD10,8.994459e-09
TFAP2A,ESR2,8.983418e-09
VENTX,HNF1A,8.977885e-09
EBF2,ESR2,8.965513e-09
NR1H4,NR1I2,8.957137e-09
CREB1,TBX18,8.9367616e-09
SCML4,TBX3,8.92603e-09
KAT7,PAX3,8.906744e-09
ZNF148,NCOA3,8.896794e-09
TFAP2A,TP63,8.8942835e-09
ASCL3,HOXD10,8.893503e-09
ZNF215,CRX,8.883619e-09
USF3,MBD2,8.883399e-09
SP7,NR1H4,8.8805185e-09
USF3,ZIM3,8.872731e-09
ZNF800,FOXJ2,8.860183e-09
VENTX,HOXA13,8.843097e-09
TBX22,USF3,8.839151e-09
ZBED2,ZNF280A,8.836757e-09
ZNF181,HOXB1,8.830692e-09
SP7,ZNF578,8.817699e-09
ZNF517,GATA3,8.81531e-09
TFAP2A,NR1I3,8.810536e-09
NFIX,TCF21,8.80684e-09
FOXP2,NR1H4,8.77182e-09
CREB1,TP63,8.764846e-09
ASCL3,GATA3,8.753986e-09
SP7,ESR2,8.750447e-09
POU1F1,FOXO3,8.731741e-09
DMRT3,SNAI3,8.725214e-09
TCF21,ZNF750,8.723483e-09
GATA3,ELF3,8.714803e-09
CRX,TBX3,8.71118e-09
NR1H4,SCML4,8.707658e-09
RREB1,TFAP2A,8.695344e-09
TCF21,LHX4,8.666764e-09
HNF4A,HOXA11,8.664301e-09
TCF21,NR5A2,8.652065e-09
LHX4,TLX3,8.6486e-09
PGR,ZNF579,8.614635e-09
NR1H4,HOXA13,8.612697e-09
RREB1,ELF3,8.610645e-09
TCF21,PRDM13,8.598187e-09
ZNF445,LHX4,8.572854e-09
ASCL3,TBX3,8.557547e-09
SP7,HOXD13,8.543e-09
IKZF3,GATA3,8.529876e-09
ZNF41,TBX3,8.511544e-09
HOXD10,TBX3,8.499328e-09
ZNF518B,TBX3,8.494338e-09
NR1I3,TCF21,8.474125e-09
SP7,HOXA13,8.473915e-09
TEF,JRK,8.462512e-09
SCML4,TCF21,8.433444e-09
NFIX,ESRRB,8.411435e-09
ZNF579,ZNF85,8.402824e-09
HNF4A,LHX4,8.401734e-09
ZNF148,ESR2,8.3959835e-09
ZNF579,PAX9,8.395167e-09
CRX,TBX3,8.379665e-09
RREB1,TBX18,8.3669685e-09
ZNF181,ZNF625,8.362948e-09
FIGLA,RARB,8.361448e-09
DMRT3,ESR2,8.356028e-09
TFAP2A,ZKSCAN3,8.339294e-09
ZNF445,PRDM13,8.3357e-09
ZNF800,ZNF391,8.3295495e-09
DMRT3,HOXA13,8.3120755e-09
TCF21,PHOX2B,8.311077e-09
NR1H4,ANHX,8.309572e-09
IKZF3,TP63,8.308018e-09
ZIM3,TP63,8.29869e-09
ZNF445,HOXA3,8.2734815e-09
ZNF579,BNC1,8.267109e-09
FIGLA,GATA3,8.259827e-09
CDX2,GLI4,8.25904e-09
TCF21,TCF21,8.251246e-09
TCF21,DLX4,8.242546e-09
GATA3,ELF3,8.240079e-09
CRX,GATA3,8.224236e-09
NR1H4,ESRRB,8.201272e-09
ASCL3,ZNF41,8.177093e-09
HOXD10,ZBTB10,8.1752525e-09
HOXD10,TBX3,8.171807e-09
ZNF41,TBX3,8.1714795e-09
GLI4,ZKSCAN3,8.156437e-09
ZNF28,HOXA13,8.13897e-09
NFIX,NANOG,8.128297e-09
NR1H4,NR5A2,8.117018e-09
ZNF560,GLI4,8.114402e-09
ZNF560,GLI4,8.114402e-09
NR1H4,ZNF28,8.113999e-09
RREB1,GATA3,8.109822e-09
LHX4,PRDM14,8.101442e-09
ZFP57,HOXD12,8.096422e-09
VENTX,NR1I3,8.0880564e-09
SCML4,HOXB1,8.077188e-09
SP7,RBSN,8.064611e-09
ZNF41,ELF3,8.063888e-09
ZNF41,GATA3,8.042615e-09
TBX1,PHOX2B,8.029586e-09
HOXD10,GATA3,8.026722e-09
TBX22,POU3F3,8.008158e-09
TFAP2A,SRCAP,8.0057445e-09
SCML4,NANOG,8.0002955e-09
USF3,ZNF148,7.9917095e-09
ZNF445,HNF1A,7.983208e-09
ZNF518B,RARB,7.981351e-09
NR1H4,HOXA11,7.9768006e-09
CREB1,HOXD10,7.9764195e-09
RREB1,GATA3,7.972055e-09
ASCL3,SHOX,7.940035e-09
NR1H4,NFIX,7.886966e-09
GATA3,ZSCAN12,7.884018e-09
GATA3,PAX3,7.882454e-09
ZNF445,PAX3,7.879417e-09
TBX18,PRDM14,7.875841e-09
GLI4,FOXO3,7.875796e-09
ZNF445,ZNF429,7.849043e-09
TCF21,SHOX,7.836477e-09
ZNF517,NR5A2,7.809515e-09
TFAP2A,PRDM14,7.807877e-09
VENTX,TCF21,7.804363e-09
ASCL3,ZNF280A,7.8033064e-09
GATA3,TP63,7.796343e-09
ZNF517,TP63,7.781799e-09
TBX22,HOXA11,7.7579685e-09
ZNF148,ESR2,7.753501e-09
GATA3,ZNF625,7.750751e-09
DMRT3,TCF21,7.7411775e-09
FIGLA,GATA3,7.729256e-09
NR1H4,ESRRB,7.724497e-09
POU1F1,ZNF672,7.719282e-09
ESR2,PAX3,7.716441e-09
ESR2,ZSCAN12,7.702678e-09
ZNF445,PRDM5,7.686387e-09
TP63,ELF3,7.667732e-09
CREB1,SHOX,7.6664595e-09
ZNF445,NR5A2,7.6639015e-09
TBX1,RARG,7.652391e-09
RARG,NR2F2,7.64205e-09
HOXD3,GLI4,7.639193e-09
HOXD10,TBX3,7.626251e-09
HOXD10,TBX3,7.626251e-09
TCF21,HOXD10,7.611661e-09
DMRT3,PAX3,7.611341e-09
VENTX,NANOG,7.602766e-09
IKZF1,TBX1,7.590624e-09
ZBED2,RARB,7.579817e-09
VENTX,ESRRB,7.565027e-09
DMRT3,ESRRB,7.56018e-09
HOXD3,HOXA13,7.523169e-09
RREB1,HOXD10,7.516987e-09
SCML4,RREB1,7.512228e-09
EBF2,NR2F2,7.510681e-09
NFIX,IRF4,7.507072e-09
ZNF215,IKZF3,7.499973e-09
TFAP2A,PAX3,7.472101e-09
NFIX,GATA5,7.461932e-09
ZNF215,CHAMP1,7.415509e-09
TCF21,RARG,7.4125106e-09
OTP,TFAP2A,7.4041595e-09
TBX22,CDX2,7.3981883e-09
HOXD3,ETS2,7.3904176e-09
ZIM3,ESR2,7.380838e-09
ZBTB10,PAX9,7.365018e-09
ZBED2,NR5A2,7.3481243e-09
HOXD10,RARB,7.3477735e-09
HOXD10,RARB,7.3477735e-09
LHX4,MTERF3,7.337354e-09
TFAP2A,NCOA3,7.334695e-09
DMRT3,NR5A2,7.3229818e-09
ZFP57,ELF5,7.2937776e-09
HOXD10,ELF3,7.2891604e-09
SP7,JRK,7.276284e-09
HOXD3,ISX,7.275229e-09
DMRT3,JRK,7.2735364e-09
ZNF215,TP63,7.2662565e-09
DMRT3,HNF1A,7.2602027e-09
CRX,ELF3,7.256119e-09
ZNF579,LHX4,7.232836e-09
SP7,SNAI3,7.224109e-09
ZNF445,PRDM14,7.222731e-09
DMRT3,ZNF543,7.2224e-09
TFAP2A,ESR2,7.21458e-09
ZNF181,TP63,7.187906e-09
MYCN,POU3F3,7.179165e-09
TCF21,POU3F3,7.1650876e-09
MYB,SRCAP,7.1588455e-09
CREB1,ZNF280A,7.1562383e-09
ZNF518B,PRDM14,7.1409394e-09
HOXD3,ZKSCAN3,7.1274138e-09
PHOX2B,ZBTB10,7.127264e-09
ZNF800,FOXO3,7.115162e-09
HNF4A,CDX2,7.0938198e-09
HOXD3,HOXA3,7.0785195e-09
HOXD3,ELF5,7.0739175e-09
ZFP57,ZNF316,7.069197e-09
MYB,FOXA1,7.060963e-09
NFIX,ZNF85,7.050762e-09
USF3,TFAP2A,7.0389374e-09
RREB1,SHOX,7.0246804e-09
MYB,FOXA1,7.019859e-09
ZBED2,GATA3,6.9908106e-09
NR1H4,ZNF445,6.9752533e-09
VENTX,GATA5,6.9502866e-09
ZNF148,ETS2,6.9461255e-09
USF3,ZBED2,6.9366193e-09
DMRT3,FOXR2,6.9238366e-09
MYB,ZNF85,6.923652e-09
FIGLA,TP63,6.916261e-09
SP7,ESR2,6.9152453e-09
ZFP57,HOXD3,6.8782677e-09
ZNF148,CENPA,6.875067e-09
HOXD10,PRDM14,6.8748442e-09
HOXD10,PRDM14,6.8748442e-09
USF3,ZNF517,6.8726678e-09
RREB1,TFAP2A,6.868697e-09
ELF3,HOXA3,6.8685666e-09
EBF2,TFAP2A,6.8571913e-09
ZNF579,HOXA3,6.845574e-09
ZIM3,ETS2,6.843981e-09
GATA3,TP63,6.8387487e-09
MBD2,CRX,6.8332726e-09
KAT7,ZNF391,6.829441e-09
VENTX,IRF4,6.814686e-09
NFIX,NR1I3,6.7986132e-09
DMRT3,SCML4,6.7933636e-09
ZNF445,HOXD3,6.791317e-09
ZFP57,ELF5,6.7890373e-09
ZNF518B,CHAMP1,6.782255e-09
ZNF579,HNF1A,6.781091e-09
ZNF518B,PAX3,6.774847e-09
TEF,IRF4,6.7455903e-09
NFIX,ZSCAN30,6.7320816e-09
POU1F1,ZKSCAN3,6.7230093e-09
CDX2,ESR2,6.7143597e-09
TCF21,EBF2,6.710211e-09
TBX22,IKZF1,6.708279e-09
ZNF579,PAX3,6.7062444e-09
ZNF518B,CENPA,6.7025745e-09
ANHX,HOXD13,6.701361e-09
IKZF3,ELF3,6.70007e-09
DMRT3,HOXA13,6.6993158e-09
DMRT3,FOXK1,6.6946666e-09
TCF21,CDX2,6.685198e-09
RREB1,ZNF280A,6.683286e-09
NR1H4,ZNF578,6.6813612e-09
ZFP57,ZNF492,6.675807e-09
FIGLA,ESR2,6.6734143e-09
ZFP57,HOXB1,6.670703e-09
PGR,KAT7,6.6706902e-09
ZNF579,NR5A2,6.6530412e-09
DLX4,USF3,6.650136e-09
OTP,ESR2,6.6479036e-09
TBX1,TCF21,6.642466e-09
VENTX,ZNF85,6.6420482e-09
LHX4,SCML4,6.641035e-09
ZNF445,TLX3,6.6261556e-09
NR1H4,NR5A2,6.600776e-09
TCF21,TCF21,6.594899e-09
RREB1,TBX18,6.5911387e-09
ASCL3,NR5A2,6.5902217e-09
DMRT3,NANOG,6.589681e-09
KAT7,FOXO3,6.58772e-09
MBD2,HOXD10,6.5810264e-09
ZNF579,PRDM5,6.566983e-09
TBX1,OTP,6.5666574e-09
LHX4,ZFP90,6.5547945e-09
ZNF579,ZNF429,6.554369e-09
TCF21,IKZF1,6.5437393e-09
SCML4,RARB,6.5413057e-09
PGR,LHX4,6.537676e-09
ZIM3,FOXJ2,6.5145236e-09
ZNF579,PRDM13,6.5024452e-09
SP7,PAX3,6.4963954e-09
POU1F1,FOXO3,6.493955e-09
MYB,ZNF429,6.478429e-09
ZIM3,CENPA,6.47039e-09
ZNF181,TBX3,6.4604997e-09
HOXD10,PAX3,6.4376326e-09
HOXD10,PAX3,6.4376326e-09
TFAP2A,CENPA,6.4358283e-09
SP7,TCF21,6.428528e-09
DMRT3,HOXA13,6.407999e-09
PAX3,ELF3,6.4027086e-09
DMRT3,IRF4,6.3963492e-09
RREB1,ASCL3,6.379377e-09
SCML4,ZNF391,6.3739285e-09
ZNF750,TFAP2A,6.364234e-09
SP7,IRF4,6.3638215e-09
NFIX,PAX9,6.35161e-09
TFAP2A,ETS2,6.351235e-09
SP7,ESRRB,6.344769e-09
CDX2,HOXA13,6.3297323e-09
GLI4,FOXA1,6.3194903e-09
ZSCAN12,ELF3,6.3145027e-09
ZNF800,ZNF672,6.304911e-09
TBX1,ZNF750,6.2645262e-09
USF3,FIGLA,6.236022e-09
SP7,HNF1A,6.214661e-09
HOXD10,CENPA,6.200831e-09
HOXD10,CENPA,6.200831e-09
NFIX,BNC1,6.1979226e-09
ZNF518B,ESR2,6.1962324e-09
CHAMP1,TBX18,6.1825736e-09
MBD2,PRDM13,6.1798144e-09
SCML4,ZNF41,6.1598797e-09
ZNF280A,PRDM14,6.1549e-09
RREB1,ASCL3,6.1475323e-09
ZNF280A,CHAMP1,6.145445e-09
SP7,ZNF543,6.1288703e-09
SP7,NR5A2,6.1277947e-09
ZFP57,ZSCAN12,6.127304e-09
VENTX,ZSCAN30,6.1241727e-09
RARG,ZBTB10,6.1192917e-09
TBX1,CDX2,6.1028684e-09
IKZF1,CDX2,6.1009717e-09
HOXD3,ELF5,6.091681e-09
NR1H4,VENTX,6.0888117e-09
SCML4,GATA3,6.0877783e-09
ZBED2,TP63,6.081546e-09
SCML4,TCF21,6.075216e-09
TFAP2A,ZNF391,6.072702e-09
IKZF1,CDX2,6.0697607e-09
EBF2,CDX2,6.0683134e-09
ZNF215,TP63,6.0634777e-09
TBX22,IKZF1,6.0378342e-09
ANHX,HOXA13,6.037051e-09
NFIX,HOXA3,6.019631e-09
SCML4,HOXD12,6.0050676e-09
ZNF800,GATA3,5.9910987e-09
MBD2,ISX,5.990276e-09
TCF21,EBF2,5.9819185e-09
HOXD3,JRK,5.9737775e-09
ZFP57,PAX3,5.9737433e-09
ZNF445,NR1I3,5.9723537e-09
CREB1,NR5A2,5.9593357e-09
NR1H4,SCML4,5.94553e-09
ZNF579,PRDM14,5.945031e-09
RREB1,HOXD10,5.9294036e-09
DMRT3,GATA5,5.9106933e-09
DMRT3,ZNF85,5.906929e-09
FOXP2,NR1H4,5.9047216e-09
DLX4,HOXA11,5.887246e-09
SCML4,MTERF3,5.877888e-09
PGR,POU1F1,5.8777645e-09
MYB,TCF21,5.876464e-09
HOXD3,HOXD13,5.87345e-09
PGR,TFAP2A,5.865233e-09
LHX4,HOXD12,5.8521477e-09
HOXD10,CDX2,5.8503957e-09
ZNF280A,PAX3,5.849971e-09
SCML4,GATA5,5.835139e-09
ZNF148,GATA3,5.8237424e-09
VENTX,PAX9,5.8177916e-09
KAT7,ZNF672,5.814131e-09
NFIX,LHX4,5.810849e-09
ZBTB10,MBD2,5.796226e-09
EBF2,ZBTB10,5.7877423e-09
VENTX,HOXA3,5.7856893e-09
EBF2,ESR2,5.783637e-09
ZNF800,ESR2,5.7817284e-09
TCF21,IKZF1,5.781531e-09
ZNF750,ESR2,5.777231e-09
ZNF579,HOXD3,5.775612e-09
SP7,FOXR2,5.7711302e-09
HNF4A,POU3F3,5.7669487e-09
CDX2,TFAP2A,5.748762e-09
HOXD10,ESR2,5.7464162e-09
HOXD10,ESR2,5.7464162e-09
ZNF28,JRK,5.7389893e-09
TFAP2A,GATA3,5.7322067e-09
ZNF215,PAX3,5.7306986e-09
HOXD3,FOXO3,5.7285234e-09
ZNF215,ZSCAN12,5.7065384e-09
SCML4,RARB,5.7048846e-09
TFAP2A,PRDM13,5.703709e-09
GATA3,HOXB1,5.7021974e-09
ZNF518B,RARB,5.701893e-09
ZNF445,MTERF3,5.6954685e-09
HOXD3,FOXO3,5.694491e-09
SP7,NANOG,5.6824803e-09
MYB,NANOG,5.6815703e-09
PGR,GLI4,5.679533e-09
TBX1,TBX1,5.678883e-09
SP7,SCML4,5.6654246e-09
VENTX,BNC1,5.6616005e-09
TP63,ELF3,5.6586753e-09
SCML4,GATA3,5.657078e-09
SP7,FOXK1,5.6459215e-09
GLI4,TCF21,5.638044e-09
SP7,HOXA13,5.633121e-09
TBX22,PHOX2B,5.626914e-09
MBD2,ZNF41,5.6225153e-09
ANHX,NR1H4,5.6224514e-09
ZNF215,GATA3,5.619921e-09
ZFP57,TCF21,5.6188916e-09
TFAP2A,FOXO3,5.6052762e-09
RREB1,NR5A2,5.5884524e-09
PGR,ZFP57,5.582742e-09
LHX4,ELF5,5.5625047e-09
ZNF579,TLX3,5.551852e-09
TEF,CDX2,5.544349e-09
RREB1,GATA3,5.5298273e-09
DMRT3,HOXA3,5.5282037e-09
NFIX,ZNF429,5.5181006e-09
SCML4,LHX4,5.505055e-09
TCF21,OTP,5.5034066e-09
ZFP57,LHX4,5.487077e-09
DMRT3,ESRRB,5.4849316e-09
MBD2,RARB,5.482599e-09
ZNF517,FOXJ2,5.481062e-09
RREB1,SHOX,5.4776654e-09
USF3,ZNF800,5.477164e-09
ANHX,FOXG1,5.4693974e-09
CHAMP1,TFAP2A,5.4659557e-09
MYCN,IKZF1,5.4652567e-09
USF3,CREB1,5.4650275e-09
TBX22,TBX1,5.4645066e-09
ZNF148,RARB,5.458652e-09
ESR2,HOXB1,5.4585065e-09
GATA3,ELF3,5.455571e-09
GLI4,GLI4,5.4478346e-09
NFIX,PRDM14,5.4364167e-09
KAT7,PRDM13,5.4348206e-09
MBD2,GATA3,5.433328e-09
SCML4,TLX3,5.4254676e-09
VENTX,LHX4,5.41577e-09
ZNF560,TCF21,5.411412e-09
DMRT3,PRDM14,5.397476e-09
SP7,HOXA13,5.3951705e-09
LHX4,HOXB1,5.393956e-09
DMRT3,TCF21,5.377192e-09
ZNF28,CDX2,5.3745874e-09
NFIX,HNF1A,5.361441e-09
ZNF518B,ZKSCAN3,5.357853e-09
ZNF800,ZKSCAN3,5.3533173e-09
MYCN,PHOX2B,5.3493876e-09
SCML4,ZNF316,5.334583e-09
MBD2,TBX3,5.326185e-09
HOXB1,ELF3,5.319647e-09
VENTX,PRDM14,5.3147082e-09
GLI4,FOXA1,5.2977858e-09
TBX1,HOXD10,5.2975233e-09
ZNF181,TBX3,5.295887e-09
ZNF215,ZNF625,5.294422e-09
SCML4,HOXD10,5.2889213e-09
GATA3,TFAP2A,5.286622e-09
NFIX,PAX3,5.250576e-09
PGR,MBD2,5.247592e-09
RREB1,ZNF280A,5.245741e-09
VENTX,ZNF429,5.2392912e-09
TCF21,FOXJ2,5.234667e-09
ZNF800,FOXO3,5.223198e-09
TCF21,CDX2,5.221942e-09
SCML4,CENPA,5.218457e-09
FOXP2,NR1H4,5.218179e-09
LHX4,ELF5,5.216706e-09
NR1H4,HOXD13,5.2164673e-09
TBX18,ZNF492,5.210769e-09
DMRT3,IRF4,5.2032805e-09
SCML4,CRX,5.1900684e-09
LHX4,ZNF492,5.1865254e-09
ZBED2,FOXJ2,5.178568e-09
POU3F3,TCF21,5.177462e-09
ZNF518B,NR1I3,5.175675e-09
TFAP2A,RARB,5.1733458e-09
OTP,NR2F2,5.1725957e-09
POU1F1,FOXA1,5.170958e-09
